id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-base-school_bus,base,school_bus,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":6,""pinFlashScore"":4,""simFlashScore"":77,""detail"":1,""mRange"":16,""rRange"":12,""ccRange"":12,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-scuffed_satin,base,scuffed_satin,Bases,22,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":24,""simFlashScore"":26,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-semi_gloss,base,semi_gloss,Bases,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":4,""simFlashScore"":76,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_apex,base,shokk_apex,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":4,""simFlashScore"":28,""detail"":10,""mRange"":33,""rRange"":32,""ccRange"":39,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_aurora,base,shokk_aurora,Bases,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":4,""simFlashScore"":29,""detail"":17,""mRange"":52,""rRange"":33,""ccRange"":33,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_blood,base,shokk_blood,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":36,""pinFlashScore"":5,""simFlashScore"":14,""detail"":23,""mRange"":69,""rRange"":45,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_catalyst,base,shokk_catalyst,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":5,""simFlashScore"":15,""detail"":13,""mRange"":60,""rRange"":41,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_cipher,base,shokk_cipher,Bases,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":23,""simFlashScore"":28,""detail"":17,""mRange"":105,""rRange"":59,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_dual,base,shokk_dual,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":4,""simFlashScore"":15,""detail"":11,""mRange"":68,""rRange"":50,""ccRange"":38,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_flux,base,shokk_flux,Bases,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":4,""simFlashScore"":28,""detail"":14,""mRange"":32,""rRange"":30,""ccRange"":33,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_fusion_base,base,shokk_fusion_base,Bases,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":5,""simFlashScore"":15,""detail"":12,""mRange"":43,""rRange"":35,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_helix,base,shokk_helix,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":5,""simFlashScore"":15,""detail"":13,""mRange"":67,""rRange"":47,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_inferno,base,shokk_inferno,Bases,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":4,""simFlashScore"":15,""detail"":35,""mRange"":86,""rRange"":59,""ccRange"":44,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_mirage,base,shokk_mirage,Bases,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":5,""simFlashScore"":28,""detail"":25,""mRange"":93,""rRange"":45,""ccRange"":33,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_phase,base,shokk_phase,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":4,""simFlashScore"":15,""detail"":13,""mRange"":56,""rRange"":42,""ccRange"":37,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_polarity,base,shokk_polarity,Bases,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":41,""pinFlashScore"":4,""simFlashScore"":28,""detail"":43,""mRange"":77,""rRange"":56,""ccRange"":41,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_prism,base,shokk_prism,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":4,""simFlashScore"":15,""detail"":13,""mRange"":41,""rRange"":36,""ccRange"":37,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_pulse,base,shokk_pulse,Bases,31,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":4,""simFlashScore"":28,""detail"":12,""mRange"":40,""rRange"":30,""ccRange"":33,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_reactor,base,shokk_reactor,Bases,33,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":5,""simFlashScore"":28,""detail"":13,""mRange"":50,""rRange"":37,""ccRange"":44,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_rift,base,shokk_rift,Bases,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":5,""simFlashScore"":28,""detail"":25,""mRange"":69,""rRange"":49,""ccRange"":43,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_spectrum,base,shokk_spectrum,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":4,""simFlashScore"":15,""detail"":15,""mRange"":30,""rRange"":28,""ccRange"":33,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_static,base,shokk_static,Bases,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":41,""pinFlashScore"":4,""simFlashScore"":15,""detail"":45,""mRange"":80,""rRange"":57,""ccRange"":41,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_surge,base,shokk_surge,Bases,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":4,""simFlashScore"":28,""detail"":23,""mRange"":51,""rRange"":37,""ccRange"":43,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_tesseract_v2,base,shokk_tesseract_v2,Bases,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":5,""simFlashScore"":15,""detail"":15,""mRange"":63,""rRange"":47,""ccRange"":44,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_venom,base,shokk_venom,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":5,""simFlashScore"":15,""detail"":13,""mRange"":82,""rRange"":54,""ccRange"":36,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-shokk_void,base,shokk_void,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":20,""pinFlashScore"":44,""simFlashScore"":13,""detail"":21,""mRange"":164,""rRange"":59,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_vortex,base,shokk_vortex,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":4,""simFlashScore"":15,""detail"":15,""mRange"":55,""rRange"":39,""ccRange"":36,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-shokk_wraith,base,shokk_wraith,Bases,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":22,""pinFlashScore"":34,""simFlashScore"":27,""detail"":22,""mRange"":153,""rRange"":58,""ccRange"":44,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-showroom_clear,base,showroom_clear,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":7,""pinFlashScore"":4,""simFlashScore"":76,""detail"":1,""mRange"":12,""rRange"":10,""ccRange"":20,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-silk,base,silk,Bases,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":4,""simFlashScore"":61,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-singularity,base,singularity,Bases,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":27,""simFlashScore"":54,""detail"":8,""mRange"":80,""rRange"":65,""ccRange"":52,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-smoked,base,smoked,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":8,""pinFlashScore"":4,""simFlashScore"":73,""detail"":1,""mRange"":24,""rRange"":35,""ccRange"":28,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-solar_panel,base,solar_panel,Bases,23,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":4,""simFlashScore"":18,""detail"":5,""mRange"":115,""rRange"":17,""ccRange"":13,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-spectraflame,base,spectraflame,Bases,30,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":5,""simFlashScore"":19,""detail"":10,""mRange"":187,""rRange"":32,""ccRange"":25,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-stealth_wrap,base,stealth_wrap,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":25,""simFlashScore"":26,""detail"":10,""mRange"":92,""rRange"":45,""ccRange"":24,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-stock_car_enamel,base,stock_car_enamel,Bases,33,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":4,""simFlashScore"":75,""detail"":4,""mRange"":76,""rRange"":21,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-stone_granite_speckled,base,stone_granite_speckled,Bases,45,pinfield,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":36,""simFlashScore"":62,""detail"":17,""mRange"":142,""rRange"":86,""ccRange"":45,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-stone_marble_polished,base,stone_marble_polished,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":34,""simFlashScore"":63,""detail"":2,""mRange"":42,""rRange"":56,""ccRange"":24,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-stone_obsidian_mirror,base,stone_obsidian_mirror,Bases,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":14,""detail"":7,""mRange"":55,""rRange"":24,""ccRange"":12,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-stone_sandstone_warm,base,stone_sandstone_warm,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":24,""simFlashScore"":70,""detail"":7,""mRange"":13,""rRange"":38,""ccRange"":41,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-stone_slate_matte,base,stone_slate_matte,Bases,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":24,""simFlashScore"":28,""detail"":6,""mRange"":30,""rRange"":48,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-stone_travertine_cream,base,stone_travertine_cream,Bases,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":24,""simFlashScore"":18,""detail"":1,""mRange"":8,""rRange"":88,""ccRange"":82,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-sub_black,base,sub_black,Bases,22,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":4,""simFlashScore"":47,""detail"":0,""mRange"":0,""rRange"":3,""ccRange"":0,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-submarine_black,base,submarine_black,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":27,""simFlashScore"":43,""detail"":6,""mRange"":98,""rRange"":35,""ccRange"":26,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-sun_baked,base,sun_baked,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":25,""simFlashScore"":26,""detail"":23,""mRange"":52,""rRange"":59,""ccRange"":60,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-sun_fade,base,sun_fade,Bases,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":17,""pinFlashScore"":25,""simFlashScore"":13,""detail"":23,""mRange"":50,""rRange"":71,""ccRange"":60,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-superconductor,base,superconductor,Bases,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":28,""detail"":5,""mRange"":64,""rRange"":12,""ccRange"":17,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-surgical_steel,base,surgical_steel,Bases,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":20,""simFlashScore"":29,""detail"":11,""mRange"":105,""rRange"":37,""ccRange"":82,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-taxi_yellow,base,taxi_yellow,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":7,""pinFlashScore"":4,""simFlashScore"":76,""detail"":0,""mRange"":8,""rRange"":48,""ccRange"":10,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-tempered_glass,base,tempered_glass,Bases,33,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":4,""simFlashScore"":76,""detail"":5,""mRange"":86,""rRange"":4,""ccRange"":13,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-terrain_chrome,base,terrain_chrome,Bases,22,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":4,""simFlashScore"":15,""detail"":0,""mRange"":13,""rRange"":12,""ccRange"":2,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-textile_burlap_coarse,base,textile_burlap_coarse,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":26,""simFlashScore"":69,""detail"":6,""mRange"":14,""rRange"":47,""ccRange"":45,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-textile_canvas_rough,base,textile_canvas_rough,Bases,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":24,""simFlashScore"":69,""detail"":10,""mRange"":9,""rRange"":45,""ccRange"":45,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-textile_denim_weave,base,textile_denim_weave,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":24,""simFlashScore"":68,""detail"":11,""mRange"":8,""rRange"":50,""ccRange"":48,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-textile_silk_sheen,base,textile_silk_sheen,Bases,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":4,""simFlashScore"":77,""detail"":24,""mRange"":38,""rRange"":42,""ccRange"":28,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-textile_suede_soft,base,textile_suede_soft,Bases,33,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":9,""pinFlashScore"":24,""simFlashScore"":69,""detail"":4,""mRange"":15,""rRange"":50,""ccRange"":38,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-textile_velvet_crush,base,textile_velvet_crush,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":24,""simFlashScore"":68,""detail"":2,""mRange"":18,""rRange"":76,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-textured_wrap,base,textured_wrap,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":25,""simFlashScore"":26,""detail"":11,""mRange"":92,""rRange"":46,""ccRange"":25,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-tinted_clear,base,tinted_clear,Bases,33,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":4,""simFlashScore"":76,""detail"":5,""mRange"":65,""rRange"":21,""ccRange"":19,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-tinted_lacquer,base,tinted_lacquer,Bases,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":8,""pinFlashScore"":34,""simFlashScore"":20,""detail"":0,""mRange"":36,""rRange"":30,""ccRange"":7,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-titanium_raw,base,titanium_raw,Bases,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":4,""simFlashScore"":15,""detail"":11,""mRange"":80,""rRange"":46,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-track_worn,base,track_worn,Bases,22,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":20,""pinFlashScore"":4,""simFlashScore"":15,""detail"":1,""mRange"":32,""rRange"":40,""ccRange"":9,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-tri_coat_pearl,base,tri_coat_pearl,Bases,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":5,""simFlashScore"":17,""detail"":7,""mRange"":102,""rRange"":20,""ccRange"":16,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-tungsten,base,tungsten,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":4,""simFlashScore"":27,""detail"":11,""mRange"":77,""rRange"":39,""ccRange"":27,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-vantablack,base,vantablack,Bases,17,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":9,""pinFlashScore"":30,""simFlashScore"":9,""detail"":5,""mRange"":69,""rRange"":39,""ccRange"":33,""darkGlossPct"":100,""darkVoidPct"":0}"
